name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,age,education_level,marital_status
Lauren Moody,West Robert,75607,647,10302,15,65.0,True,69,High School,Divorced
Christine Davis,South Rachelfort,83523,550,18039,21,50.0,False,59,Bachelor,Married
Jeremy Cobb,Ashleyton,73687,443,10700,33,45.0,False,33,Bachelor,Single
Daniel Wood,Jenniferport,72081,462,38200,40,35.0,False,30,High School,Married
Micheal Nunez,Lake Linda,117835,431,10602,38,60.0,True,60,Master,Married
James Walsh,Port Jasonport,43710,451,39288,0,10.0,False,46,Bachelor,Married
Nathan Mcgee,Woodsburgh,142424,652,43195,9,60.0,True,66,Bachelor,Single
Kathryn Mills,Grimesfort,51079,473,35421,30,35.0,False,43,Doctorate,Married
Steven Smith,West Jeffreyborough,73228,529,10836,17,45.0,False,30,High School,Married
Monica Wilson,West Victor,83955,312,49906,33,40.0,False,69,Bachelor,Divorced
Natalie Cox,South Conniemouth,120921,819,5403,17,100.0,True,57,Master,Married
Kimberly Figueroa,Port Brianshire,94942,835,17251,15,90.0,True,57,Bachelor,Single
Patrick Norris,East Hannah,67777,767,12628,2,70.0,True,61,Bachelor,Married
Deborah Ramirez,Lake Mariah,116846,365,9686,33,60.0,True,65,High School,Married
Daniel Sanchez,Marshallside,82488,352,21896,40,45.0,False,33,Bachelor,Married
John Ramos,Gonzalezside,136635,520,40209,31,50.0,False,42,Bachelor,Married
Adam Jordan,Lake Oliviaborough,129680,767,1032,16,95.0,True,57,Bachelor,Married
Lindsay Vasquez,West William,102102,826,19596,19,95.0,True,64,Bachelor,Married
Joseph Peterson,Connieville,34809,486,32954,0,10.0,False,56,Associate,Divorced
William Ruiz,East Cameron,89614,742,45104,19,75.0,True,22,Bachelor,Single
Scott Peterson,East Kimberly,41542,537,14973,19,30.0,False,31,High School,Single
Erica Moreno,Lake Kevinborough,71224,458,22218,10,40.0,False,39,Bachelor,Single
James Jackson,New Elaine,63082,633,34847,30,50.0,False,40,Bachelor,Single
Rachel Chan,Jeremyview,72372,783,20897,23,75.0,True,25,Bachelor,Single
Gene Gomez,Shannonchester,45194,702,28336,0,35.0,False,70,Bachelor,Married
Jennifer Schmitt,Debbieberg,131259,767,18970,1,75.0,True,50,High School,Divorced
Christina Bates,Kennethstad,82976,324,22092,27,45.0,False,69,Bachelor,Single
Erika Castro,Port Jason,143365,815,29842,17,95.0,True,63,Bachelor,Single
David Nguyen,Davidshire,97449,781,4014,24,90.0,True,66,Associate,Married
Susan Tucker,Valerieshire,138124,684,4887,6,80.0,True,46,Associate,Widowed
Grant Medina,Mcleanville,30150,783,9800,4,55.0,False,65,Associate,Married
Reginald Gutierrez,Port Edward,116200,606,38623,12,65.0,True,22,Bachelor,Single
Jessica Murphy,Angelaport,143949,322,10205,4,50.0,False,50,Master,Divorced
Melissa Stevenson,Rebeccamouth,101118,519,13067,20,55.0,False,67,Bachelor,Married
Joel Cook,Jonathantown,90552,443,8811,26,55.0,False,59,Bachelor,Married
Robert Yates,New Nathanielshire,84165,747,3102,32,90.0,True,68,Doctorate,Single
Erin Ryan,Baileyland,37104,377,38047,5,20.0,False,33,Doctorate,Single
Phyllis Schmidt,New Sandraborough,54586,374,45823,27,35.0,False,33,Bachelor,Single
Julie Preston,Lake Mark,97952,486,43456,36,40.0,False,24,Bachelor,Married
Joseph Schwartz,Prestonfurt,77419,600,1416,39,70.0,True,30,High School,Divorced
Alicia Perez,Hernandezbury,111609,634,35889,29,65.0,True,22,Associate,Married
Christina Underwood,Patriciashire,129148,456,13376,9,50.0,False,31,High School,Divorced
Christopher Johnson,Port Davidstad,95338,370,22460,20,50.0,False,60,High School,Divorced
William Hall,Port Michael,111973,440,29812,7,45.0,False,61,Master,Married
Jaime Wallace,South Brandon,87939,749,27160,12,80.0,True,58,Bachelor,Single
James Olsen,East Williamshire,129613,828,8975,10,100.0,True,67,Associate,Single
Barbara Burns,Karamouth,36764,725,13516,13,55.0,False,33,Bachelor,Married
Dr. Heather Scott,South Allenfurt,56680,730,27234,6,55.0,False,32,Bachelor,Married
Tracy Copeland,Bautistaport,65003,534,46954,5,30.0,False,27,Associate,Divorced
Rhonda Liu,West Jessicamouth,101987,346,10223,15,55.0,False,64,Associate,Married
Adam Stone,Lake Terry,47172,339,5009,38,35.0,False,35,Doctorate,Married
Sharon Guerrero,Christinaburgh,67752,729,12299,11,70.0,True,52,Doctorate,Divorced
Traci Harmon,West Natasha,87424,412,11641,1,35.0,False,63,High School,Married
Mr. Mario Stout III,Anthonytown,145454,639,2867,30,75.0,True,50,High School,Married
Shane Mcintyre,New Nicholashaven,121521,473,11365,6,55.0,False,61,High School,Single
Steven Davis,North Tanyamouth,93532,725,36174,28,70.0,True,42,Associate,Married
Larry Walsh,Thomasview,45915,431,22160,34,25.0,False,29,Associate,Married
Louis Moran,Vasquezshire,33783,500,9246,14,30.0,False,40,High School,Married
Renee Thomas,Lake Codyfurt,112578,589,41305,6,60.0,True,45,Bachelor,Married
David Blair,Markmouth,109806,832,34875,36,90.0,True,53,High School,Divorced
Debra Lam MD,Donnashire,134767,335,26233,40,55.0,False,34,Associate,Single
Craig White,Lake Austin,61365,543,11609,25,45.0,False,28,High School,Widowed
Kenneth Webb,Jacobshire,123032,715,30629,13,80.0,True,56,Bachelor,Married
Dennis Gonzales,Dianahaven,50758,645,23102,11,50.0,False,35,Bachelor,Married
Mary Barnett,Kathrynview,70730,364,24948,27,40.0,False,65,Bachelor,Single
Traci Martinez,South Maria,102199,423,37075,18,50.0,False,56,Master,Divorced
Gregory Chavez,Port Teresaburgh,31792,707,34482,12,50.0,False,69,Bachelor,Married
Michael Parsons,Lake Julie,102384,838,40382,9,85.0,True,26,Bachelor,Single
Kerry Williams,Amberhaven,83476,470,25541,10,45.0,False,51,Bachelor,Single
Christopher Walters,Port Sarah,42217,455,36443,39,25.0,False,26,High School,Married
Dale Williams,Phillipshaven,59451,731,32230,29,60.0,True,57,High School,Divorced
Nathan Evans,West Jeanetteport,140284,513,49068,39,50.0,False,38,Bachelor,Married
Andrea Fischer,East Timothy,149659,464,16890,25,55.0,False,47,Bachelor,Single
Maria Myers,East Mary,44871,372,15831,17,30.0,False,65,High School,Single
James Barber,East Scott,90482,582,22461,0,50.0,False,68,Bachelor,Married
Kelly Warren,Hallmouth,45396,605,9183,34,50.0,False,59,High School,Divorced
Jordan Jones,Nancyton,114896,690,17741,7,75.0,True,44,Master,Single
Jessica Jackson,Blakebury,139070,835,7753,5,95.0,True,65,Associate,Single
Miss Linda Cox DVM,Copelandchester,50181,731,4712,40,75.0,True,70,Master,Married
Randy Kirby,Rebeccahaven,95323,636,28501,16,60.0,True,64,High School,Single
Mrs. Ashley Shaffer,New Troy,123926,744,44622,17,85.0,True,36,High School,Married
Richard Erickson,Obrienfurt,68254,343,40430,6,30.0,False,56,Associate,Married
Rebecca Finley,North Tammybury,96698,669,39018,38,55.0,False,41,Bachelor,Divorced
James Garner,Deborahmouth,122459,771,38574,33,85.0,True,68,Bachelor,Widowed
James Trujillo,Caldwelltown,65838,521,38154,11,35.0,False,22,Bachelor,Married
Tracy Garcia,Phammouth,84459,559,24500,22,45.0,False,29,High School,Married
Vincent Hill,West Stephenview,139408,464,14721,35,55.0,False,47,Bachelor,Divorced
Kimberly Morris,Mullinsburgh,93242,811,6824,21,95.0,True,41,High School,Married
Joshua Trujillo,West Maria,91894,403,48313,5,35.0,False,68,Associate,Married
Emily Crawford,Port Patrick,61946,571,47359,31,35.0,False,63,Master,Single
Robert Huang,East Marcus,89871,414,13438,37,50.0,False,33,High School,Divorced
Jonathan May,Katherineside,102255,482,27081,39,50.0,False,34,High School,Married
Christina Davis,Phelpsberg,48958,648,35919,22,40.0,False,58,Master,Divorced
Thomas Garcia,Christinaland,80277,631,15734,28,65.0,True,57,Bachelor,Married
Danielle Moore,Anthonybury,54983,524,17079,14,40.0,False,40,Bachelor,Single
Robert Thomas,Johntown,108561,794,29767,26,85.0,True,34,Bachelor,Married
Yvette Lee,Port April,96616,709,42107,36,65.0,True,43,Associate,Married
Veronica Francis,Lindaview,127818,741,25263,23,90.0,True,37,High School,Married
Taylor Flores,Chaseberg,145255,629,47034,15,65.0,True,34,Associate,Married
Lauren Davis,Nicholsville,47892,533,48192,22,25.0,False,61,Bachelor,Married
Maria Spencer,South Joseph,143249,354,31162,39,55.0,False,31,Bachelor,Married
Kevin Brown,North Ann,39150,358,23780,30,25.0,False,42,Doctorate,Single
Brittany Fleming,Lake Joshuaview,66208,328,47767,38,35.0,False,42,High School,Single
Michael Bender DVM,Lake Shannon,131276,611,22661,14,70.0,True,69,Bachelor,Single
Sherri Shah,Port Amber,133547,622,1444,39,75.0,True,45,High School,Married
Paul Matthews,New Brycechester,141989,465,49008,12,50.0,False,52,Bachelor,Married
Kyle Blake,Port Howard,84387,806,48753,7,75.0,True,41,Bachelor,Single
Brandon Powell,Ballardfurt,74548,785,10077,21,80.0,True,63,Bachelor,Divorced
Eric Thompson,Kochfort,133247,392,13095,16,60.0,True,30,Master,Single
Darrell Duke,West Shannonville,96550,836,17893,1,75.0,True,68,Master,Single
Amy Hawkins,Codytown,65018,841,1824,0,75.0,True,26,Master,Divorced
Eric Marsh,Micheleburgh,137551,493,42712,39,50.0,False,62,High School,Married
Mr. William Davis DDS,New Neil,30336,481,29881,11,25.0,False,47,Bachelor,Single
Robin Wallace,New Pamelaville,67072,619,20099,6,50.0,False,24,Bachelor,Married
Christopher Stone,South Jamesberg,125164,645,30797,35,70.0,True,56,Bachelor,Married
Rachel Raymond,West Johnberg,69132,545,33162,12,35.0,False,45,Associate,Divorced
Amanda Brown,Cochranshire,139769,401,35068,5,45.0,False,59,Bachelor,Single
Erica Rose,Shermanborough,106931,589,21992,8,65.0,True,51,Bachelor,Single
Craig Raymond,Powellfurt,106011,384,33143,1,35.0,False,45,Bachelor,Married
Frank Webb MD,Gayport,116499,356,35573,2,40.0,False,61,Bachelor,Married
Brandon Mcclain,Lake Lee,94178,349,36015,1,30.0,False,30,Bachelor,Single
Eric Lopez,Port Marciachester,143411,820,35339,11,95.0,True,58,Bachelor,Widowed
Melanie Williams,North Stephen,49476,490,15520,20,30.0,False,69,Bachelor,Divorced
Dalton Clark,North Sandraborough,88529,419,20034,0,35.0,False,24,High School,Married
Mary Herman,Traceyfurt,100592,533,25365,25,50.0,False,26,Associate,Single
Charles Sanchez,Nicolechester,93483,617,14426,17,65.0,True,64,High School,Divorced
Adam Colon,Ramirezborough,75236,799,17608,38,85.0,True,45,Associate,Divorced
Michael Williams,Andersonbury,73573,372,42785,7,30.0,False,24,High School,Married
Steven Freeman,New Mark,102340,562,45623,25,45.0,False,28,Bachelor,Married
Dustin Foley,Danielville,129991,704,14246,5,75.0,True,39,Master,Single
Kathleen Martinez,South Timothyville,101228,534,3492,24,60.0,True,56,Bachelor,Married
Phillip Drake,South Christina,79441,748,49388,9,70.0,True,46,Associate,Married
Randy Bates,Port Jason,89682,625,3867,36,70.0,True,26,Bachelor,Married
Christian Villarreal,Sandrastad,72176,773,14149,3,70.0,True,36,Bachelor,Married
Christian Carter,East Jackborough,143980,643,44123,28,65.0,True,44,Bachelor,Married
Jeremiah Bridges,Angelaberg,54727,625,4716,7,60.0,True,60,High School,Divorced
Jennifer Ferguson,Lake Sarah,121422,679,3518,9,80.0,True,50,High School,Single
Melinda Smith,New Brianfurt,61300,422,15714,40,40.0,False,63,Associate,Single
Joshua Smith,Pinedafurt,104946,589,45932,39,60.0,True,32,Associate,Married
Thomas Young,Salazarstad,80196,765,32400,9,70.0,True,29,Bachelor,Married
Shawn Walker,Danaburgh,60613,697,17856,10,65.0,True,43,Bachelor,Married
Alex Trujillo,North Steve,142199,532,27360,8,50.0,False,52,Bachelor,Married
Heather Mcmahon,Stephensonmouth,131652,763,30090,24,90.0,True,63,Master,Single
George Ortega,Lake Alyssa,83841,551,15218,12,50.0,False,24,High School,Married
Tiffany Daniel,Rachelside,35720,718,25563,19,50.0,False,30,Bachelor,Single
Charles Rodriguez,Evanschester,71704,352,14068,13,45.0,False,58,High School,Single
Steve Keller,Whitemouth,127609,324,46479,13,50.0,False,33,Bachelor,Married
Michael Nelson,Lake Richard,91993,502,10875,26,50.0,False,58,Bachelor,Divorced
David Rodgers,Stewarthaven,122435,336,45314,6,45.0,False,68,Bachelor,Single
Angelica Smith,West Melissamouth,149725,665,14304,9,70.0,True,27,High School,Married
Elizabeth Jones,Brandymouth,136352,786,23191,11,90.0,True,52,Master,Single
Brian Hoffman,East Robert,79968,845,41520,26,80.0,True,48,Bachelor,Married
Juan Harrison,Hannahbury,80604,416,44507,9,35.0,False,33,Bachelor,Married
Anne Williams,Kennedyfort,116991,474,2307,37,60.0,True,32,Bachelor,Married
Sabrina Galvan,South Patricia,133860,803,45024,36,90.0,True,51,Bachelor,Single
Gerald Miller,Caseyberg,137577,607,45392,25,65.0,True,46,Associate,Single
Ashley Donovan,Lake Malik,115461,385,24246,38,55.0,False,34,Bachelor,Divorced
Mrs. Lisa Garza,West Melissa,49936,496,34647,17,25.0,False,65,Bachelor,Single
Dr. Allison Flores,North Debra,94923,613,18243,28,65.0,True,28,High School,Divorced
Gail Nelson DVM,Hopkinsmouth,34852,332,9562,39,30.0,False,60,High School,Married
Kenneth Turner,South Norman,46547,336,46566,17,25.0,False,54,Bachelor,Single
Gabriela Pratt,Russellmouth,95836,435,23691,16,50.0,False,64,High School,Married
Katherine Adams,Sellersland,107356,626,34344,7,60.0,True,22,Master,Married
Carl Gill,North Gregory,73515,366,11092,36,45.0,False,63,Bachelor,Married
Peggy Shields,Lake Alexandermouth,143993,372,11239,37,60.0,True,24,Bachelor,Married
Shelby Murray,Kristiville,43154,424,4680,8,30.0,False,52,Bachelor,Married
Paul Miller,Lake Stephanietown,144581,743,45931,14,85.0,True,59,Master,Divorced
Mitchell Hughes,South Lisa,140761,807,40679,11,90.0,True,66,Bachelor,Married
Nicholas Vargas,South Jacksontown,87711,381,12524,12,50.0,False,38,Bachelor,Single
Shawn Johnston,Lake David,43069,377,13333,11,30.0,False,27,Associate,Divorced
Nicole Perez,Reidshire,98937,603,40423,26,55.0,False,48,Associate,Single
Donna Simmons,Jillhaven,149333,307,43915,16,50.0,False,69,Bachelor,Married
Christopher Brown,Cooperton,89890,740,6239,28,90.0,True,29,Bachelor,Married
Patrick Davis,Helenland,32011,568,48654,20,25.0,False,35,Bachelor,Married
Patrick Castillo,Evansfort,124692,620,36777,12,65.0,True,45,High School,Married
Christopher Vazquez,Marshallmouth,48894,632,27426,29,40.0,False,59,Associate,Divorced
Julie Hernandez,Barnestown,83736,442,21756,24,45.0,False,49,Bachelor,Married
Lynn Ross MD,East Brittany,144154,488,15220,6,50.0,False,65,Associate,Single
John Nelson,North Tyler,115823,462,20891,35,55.0,False,57,Bachelor,Married
Colton Lawson,Reynoldsburgh,50232,799,44633,3,60.0,True,45,Bachelor,Married
Brian Benton,Franklinberg,39807,540,34997,31,25.0,False,41,Bachelor,Married
Christopher Mccoy,Carrberg,91537,842,19474,21,90.0,True,47,Bachelor,Divorced
Renee Shields,Annettefort,132436,364,2160,28,60.0,True,64,High School,Single
David Blackburn,Port Rachel,64737,787,19384,35,75.0,True,66,Master,Single
Riley Hale,West Kimberly,74375,534,47406,37,35.0,False,54,Bachelor,Married
Robin Wright,Zamoramouth,111691,823,7264,24,100.0,True,57,Bachelor,Married
Loretta Miller,Fordview,120794,368,30457,24,50.0,False,25,High School,Widowed
Raven Hill,West Melanie,82098,360,32047,15,45.0,False,22,Master,Divorced
Aaron Kelly,Hoffmanview,115175,627,32765,20,65.0,True,52,Master,Married
Kimberly Holloway,New Cassie,40527,602,49065,3,30.0,False,26,Associate,Married
Chloe Lindsey,Johnfurt,141642,733,46917,0,60.0,True,60,High School,Married
Dan Phillips,Lake Dawnchester,73065,380,25158,29,40.0,False,47,Bachelor,Married
Wendy Griffin,Petersmouth,141718,621,8061,17,75.0,True,67,Doctorate,Single
Craig Obrien,Frankberg,118389,630,2111,7,70.0,True,33,Bachelor,Married
Gabriel Woods,West Marie,142635,684,37053,1,60.0,True,34,Master,Divorced
Maria Foster,Christieton,99942,589,22234,36,65.0,True,55,Associate,Single
Michelle Crawford,East Edwardhaven,79808,467,47783,15,40.0,False,60,Bachelor,Married
Isaac Kelly,South Matthewland,71505,804,27251,34,80.0,True,61,High School,Single
Jason Clarke,New Mackenzie,112155,512,30392,10,50.0,False,37,Bachelor,Widowed
Thomas Green,North Deanna,124203,324,4439,14,60.0,True,27,Doctorate,Married
Andrew Blake,Port Devin,146318,627,22164,24,70.0,True,44,Bachelor,Married
Meagan Smith,Travischester,129536,369,3629,12,60.0,True,34,Bachelor,Married
Christine Aguilar,West Jacquelineshire,93956,676,34367,10,70.0,True,26,Master,Married
Christian Smith,Josephstad,144344,823,26455,10,95.0,True,68,Master,Divorced
Nicole Scott,West Rachael,100912,702,8809,18,85.0,True,44,Associate,Divorced
Jeremy Faulkner,Harrisville,34705,342,26392,6,20.0,False,36,Bachelor,Single
Shelly Gonzalez,Marissaborough,110931,610,24654,29,70.0,True,47,Bachelor,Single
Mark Knight,Jaytown,38968,617,1810,13,55.0,False,48,Bachelor,Married
Shannon Clark,Cortezmouth,60771,700,40440,10,60.0,True,54,Associate,Divorced
Karen Carlson,North Christina,112727,300,3044,39,60.0,True,54,Doctorate,Divorced
Adam Hill,West Seanshire,119705,463,7372,3,50.0,False,58,Associate,Married
Matthew Maddox,Charleschester,67667,322,20494,2,30.0,False,46,Bachelor,Married
Elizabeth Baker,North Samantha,59817,331,32228,11,35.0,False,70,Associate,Married
Brandon Young,Josephshire,127880,791,5147,9,90.0,True,65,Bachelor,Married
James Bennett,South Ryanmouth,41846,722,12470,0,40.0,False,23,Bachelor,Single
Diana Campbell,Harrisview,86881,324,44990,17,40.0,False,46,Bachelor,Widowed
Chelsea Norris,Lake Bradleyshire,42903,745,37630,31,60.0,True,65,Bachelor,Divorced
Michelle Newton,Michaelstad,129663,767,31964,34,90.0,True,48,Doctorate,Married
Matthew Watson,West Jill,113066,655,27673,11,70.0,True,22,Bachelor,Single
Jacqueline Lucero,Dylanfort,122260,717,24614,27,80.0,True,40,High School,Married
David Taylor,Debbiemouth,144370,468,3802,21,60.0,True,43,High School,Divorced
Shannon Weber,Amberburgh,43173,442,14488,25,30.0,False,52,Associate,Single
Jason Rodriguez,New Daletown,88153,560,37074,10,40.0,False,58,Associate,Divorced
Melinda French,Wilsonstad,51805,704,35283,25,60.0,True,65,Master,Single
Gregory Russell,East Daniellemouth,120964,459,46478,12,50.0,False,69,High School,Married
Stephanie Costa,South Drewland,69251,613,16848,25,60.0,True,38,High School,Single
Daniel Little,North Allen,148413,602,8934,13,75.0,True,37,Master,Married
Ricardo Jones,Shaunville,33794,732,24430,25,50.0,False,28,High School,Single
Kyle Cooper,Jaredchester,36028,789,42629,39,60.0,True,64,Bachelor,Single
Meghan Rowland,Florestown,72516,561,46916,30,35.0,False,56,Doctorate,Divorced
Janet Ryan,South Haleystad,134352,802,2790,24,100.0,True,45,Bachelor,Married
John Bullock,Kingland,37355,384,17081,40,25.0,False,58,Master,Married
Jordan Curry,New Tracey,68452,335,22159,19,40.0,False,70,Master,Single
Michele Hayes,Davisberg,76984,328,34180,28,40.0,False,36,Bachelor,Single
Christopher Hill,Solisside,79131,349,17593,37,50.0,False,55,Bachelor,Married
Jose Thompson,Carterburgh,86450,340,20024,38,50.0,False,56,High School,Married
Brian Moore,East Timothybury,49080,305,26382,11,25.0,False,65,Bachelor,Married
Amanda White,Michelleshire,62007,805,15990,28,80.0,True,29,Bachelor,Married
Carlos Irwin,South Tylerchester,99621,321,47426,33,40.0,False,66,High School,Married
Isabella Stephens,Wellsview,84008,746,37522,27,75.0,True,46,Bachelor,Married
Brandon Rich,Thomashaven,104177,549,10012,7,55.0,False,61,Master,Single
Brandon Lopez,South Donna,119364,682,37527,16,75.0,True,38,High School,Married
Wesley Douglas,Wilsonton,133877,537,14267,9,50.0,False,61,Associate,Single
Paul Myers,Briantown,53600,415,35377,17,35.0,False,49,High School,Married
Alexa Beard,West Samantha,52280,791,14995,12,75.0,True,45,Associate,Married
Karen Lewis,South Angela,52946,372,10575,8,40.0,False,50,High School,Single
Brianna Hodges,Palmerland,40350,468,17191,40,25.0,False,58,Bachelor,Divorced
Sara Ward,Port Jose,109887,361,29303,2,40.0,False,68,Associate,Single
Phyllis Johnson,Peterbury,144142,430,32415,39,55.0,False,49,Master,Single
Katrina Russell,East Carol,80140,594,33580,4,45.0,False,69,High School,Divorced
Andre Jones,Lake Patriciaberg,111226,340,25216,17,55.0,False,33,Bachelor,Single
John Roman,Kevinside,119539,634,21194,30,70.0,True,62,Bachelor,Married
Jasmin Pitts,South Matthew,61566,801,23440,34,80.0,True,53,Associate,Married
Lynn King,Sarahport,95230,825,15931,20,90.0,True,58,High School,Single
Erika Allen,West Teresa,149646,496,22954,33,55.0,False,32,High School,Divorced
Diana Harper,Port Chloe,106435,442,46110,18,45.0,False,52,Master,Single
Michael Marquez,Jamesmouth,48758,832,12364,7,65.0,True,69,Associate,Married
Sherri Little,New Kristy,60433,645,12998,31,60.0,True,57,Bachelor,Divorced
Judy Peterson,Catherineview,90443,427,25678,35,45.0,False,44,High School,Single
Mrs. Chelsea Villa,Gibsonside,113611,583,34496,36,65.0,True,65,Doctorate,Single
Derek Jarvis,Larsonfort,63289,747,26354,20,70.0,True,58,Bachelor,Married
Christopher Ward,North Melanieview,90236,410,36945,34,40.0,False,40,Associate,Married
Richard Frost,Harrisshire,63466,361,1645,7,45.0,False,53,Bachelor,Married
Marcus Ramirez,Allenbury,117404,573,37216,22,50.0,False,27,Associate,Single
Brittany Spencer,Kathrynburgh,31231,692,14313,34,50.0,False,62,Doctorate,Divorced
Tiffany Davis,Lisaville,147821,397,17134,26,55.0,False,62,Master,Married
Joe Martin,East Joshua,135464,303,16648,19,55.0,False,62,Bachelor,Married
Scott Atkinson,Lewisville,90981,383,27773,28,45.0,False,26,High School,Married
Patrick Cruz,Johnsonview,148123,510,45126,31,50.0,False,42,Associate,Single
Shaun Peterson,South Williamfurt,67700,752,40751,13,70.0,True,39,Bachelor,Married
Michael Burke,Jacksonfurt,118815,512,15282,20,55.0,False,50,Bachelor,Divorced
Donald Espinoza,South Caroline,101643,780,2590,36,95.0,True,69,Bachelor,Widowed
Michael Chavez,South Ashleystad,50706,690,2343,31,75.0,True,48,High School,Divorced
Jeremy Coleman,Scottbury,39681,575,25025,16,25.0,False,30,Bachelor,Married
Christopher Nash,Port Barry,87898,690,24892,3,60.0,True,69,Bachelor,Single
Ann Moon,New Heatherton,75293,556,6194,33,55.0,False,32,Associate,Single
Jody Carter,Ramirezburgh,107014,534,27834,19,50.0,False,52,Bachelor,Single
Austin Wiggins,New Diamondburgh,69210,595,36909,30,50.0,False,47,Bachelor,Widowed
Stephanie Young,New Jennifer,113746,368,7652,17,60.0,True,28,Associate,Single
Philip Cummings,New Sarah,85615,551,1573,20,55.0,False,63,Master,Married
Pamela Palmer,New Williamton,120480,703,9844,10,85.0,True,36,High School,Single
Christopher Anderson,Audreyview,62780,773,17108,29,75.0,True,62,High School,Married
Brian Wright,North Tonyaberg,89878,300,19822,29,50.0,False,32,High School,Married
Katherine Webster,Onealmouth,140795,832,24195,38,95.0,True,42,Master,Married
Sara Sullivan,Alexandrachester,69599,470,33974,31,35.0,False,56,Master,Married
Andrew Jones,Meaganville,56111,722,26072,24,60.0,True,30,Doctorate,Married
Alexander Freeman,East Ryanberg,80422,760,39694,8,70.0,True,33,Bachelor,Married
Elizabeth Sanchez,East Rebeccaview,141848,798,27164,29,90.0,True,69,Bachelor,Married
Jacqueline Harris,South Susan,93335,551,10537,40,50.0,False,55,Bachelor,Married
Elizabeth Brown,Blankenshipchester,43979,379,40206,18,25.0,False,44,Bachelor,Single
Jose Woods,Jonesmouth,61091,498,21338,32,40.0,False,27,Bachelor,Married
Willie Thomas,Brianhaven,79986,523,42331,33,40.0,False,38,High School,Single
Jerry Cook,Reedmouth,104963,591,25115,3,60.0,True,55,Master,Divorced
Laurie Stephenson,Hamiltonhaven,77049,337,44667,35,40.0,False,44,Associate,Married
Lacey Jones,Port Nicholas,105341,750,48936,40,80.0,True,66,Master,Divorced
Charles Herman,New Patrickfurt,68780,525,3745,2,40.0,False,52,Associate,Married
Troy Lee,South Lauren,121655,455,28978,35,55.0,False,40,Bachelor,Married
Wanda Clark,East Micheleview,68696,794,5331,14,85.0,True,57,Associate,Married
William Buckley,Wilsonmouth,32875,650,41422,23,40.0,False,57,Bachelor,Single
Tina Scott,Crystalmouth,138794,839,11197,37,100.0,True,67,Bachelor,Married
Diana Wheeler,East Lisa,116275,744,32679,17,85.0,True,46,High School,Single
Jordan Porter,Williamsshire,81879,607,17884,6,60.0,True,62,High School,Married
Kristen Richard,East Steven,65976,456,7461,34,45.0,False,61,Master,Married
Jennifer Ross,Kerrybury,31061,466,41832,30,25.0,False,40,Bachelor,Married
Mary Hampton,South Richardchester,104177,457,28146,30,50.0,False,39,Bachelor,Divorced
Felicia Wood,Joefort,143386,705,39562,13,75.0,True,33,High School,Single
Samuel Mitchell,West Erik,119889,634,39892,24,65.0,True,51,Bachelor,Single
Ashlee Miller,East Amberfort,132014,394,46703,9,45.0,False,61,Bachelor,Married
April Thompson MD,Erikastad,127605,389,3649,10,60.0,True,31,High School,Married
Erin Williams,North Christinaborough,36428,474,26615,31,25.0,False,33,Doctorate,Single
Kevin Gilbert,Port Cheyenneberg,149356,366,31299,38,55.0,False,30,Bachelor,Married
Brooke Parsons,South Catherineport,109482,332,26781,21,55.0,False,36,High School,Single
Melissa Patrick,Stephanieport,127671,600,43827,25,65.0,True,35,Associate,Married
Timothy Bauer,Elizabethborough,95107,546,31230,9,40.0,False,53,Doctorate,Married
Brittany Bolton,East Jennifer,139161,589,22805,20,70.0,True,24,Associate,Divorced
Michelle Graham,Lake Elizabethside,148509,609,47472,13,65.0,True,31,High School,Married
Mary Diaz,Leeland,148349,350,3056,16,60.0,True,26,Bachelor,Single
Robert Ford,Bowersmouth,67512,760,9709,20,80.0,True,38,Master,Divorced
Michelle Barrett,North Misty,131677,468,17423,26,55.0,False,29,Doctorate,Married
Shawn Cook,East Johnfort,134708,584,14255,11,70.0,True,46,Bachelor,Married
Randy Welch,Laurenstad,60162,645,1179,6,60.0,True,69,Doctorate,Single
Dr. Jonathan Clark,Erinhaven,109569,580,35791,25,65.0,True,69,Bachelor,Married
Wendy Salazar,South Kayla,135110,340,30815,37,55.0,False,35,Bachelor,Married
Kimberly Campos,West Marvinchester,76179,364,32097,26,40.0,False,41,Master,Single
Suzanne Lynch,West Mary,58705,528,30443,16,35.0,False,68,High School,Divorced
Matthew Williams,Lake Rebecca,113442,560,26874,16,55.0,False,55,High School,Married
Daryl Walker,Allentown,54920,740,4130,4,75.0,True,41,High School,Divorced
Denise Olsen,Smithport,111381,352,33547,37,50.0,False,64,High School,Single
Matthew Roberts,Port Jimmyfurt,62850,636,12615,34,60.0,True,62,Bachelor,Single
Alexis Jordan,Deborahfort,118835,321,7518,8,55.0,False,39,Bachelor,Married
Monique Jackson,Emilychester,129035,465,28947,13,55.0,False,37,High School,Single
Heather Hubbard,Kyleside,124493,370,5995,9,55.0,False,66,Bachelor,Married
Sarah Smith,North Kimberly,130593,576,12729,7,55.0,False,45,Bachelor,Single
Gail Mason,Dixonfort,116400,584,6457,22,75.0,True,53,High School,Married
Heather Hughes,New Sierra,119241,318,41654,5,45.0,False,70,Bachelor,Single
Carla Peterson DDS,South Vickie,139882,659,2952,21,75.0,True,63,High School,Married
Rebecca Reynolds,Lewisborough,47927,795,39427,4,50.0,False,28,High School,Single
